book_page,year,site,bander,date,time,nestID,unique_nestID,plot,plotLmt,band_in,band_out,original_band,species,dead,current_double_banded,color_combo_different,band_change,recap_betw_year,recap_witn_year,how_cap,stage_of_capt,ul_in,ll_in,ur_in,lr_in,gfe_in,ul_out,ll_out,ur_out,lr_out,gfe_out,picture,rel_status,ffm_s10,ffm_s9,ffm_s8,ffm_s7,ffm_s6,ffm_s5,ffm_s4,ffm_s3,ffm_s2,ffm_s1,ffm_p1,ffm_p2,ffm_p3,ffm_p4,ffm_p5,ffm_p6,ffm_p7,ffm_p8,ffm_p9,ffm_p10,tfm_1,tfm_2,tfm_3,tfm_4,tfm_5,tfm_6,bm_head,bm_neck,bm_back,bm_brst,bm_abd,culmen,total_head,tarsus,wing,toe,fat,weight,cone_wt,final_wt,field_sex,CHD_sex,DFA_score,DFA_sex,final_sex,how_sex,age,how_age,lat_corrected,long_corrected,total_blood_amt,genetic_blood_capillary_tube,genetic_blood_preservative,Hg_blood,ecotox_blood,stable_isotope_blood,malaria_blood,immune_blood,total_feathers_coll,Hg_feathers,pesa_feathers,contaminant_feathers,moss_feathers,AI_cloaca,AI_oral,AI_feces,fecal_sample,geo_serial_number,gps_tag_number,radio_transmitter,comments
NA,2014,barr,dhodkinson,14-07-08,1723,pesa046,14pesa046,brw2,in,NA,198118935,198118935,pesa,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"r,gfe",m,y,"o,r",mhy,n,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,51.3,27.1,132,NA,3,75,16,59,f,NA,NA,NA,f,plumage,ahy,plumage,71.29538,-156.6567,140,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,dhodkinson,14-07-10,1625,pesa364,14pesa364,brw2,in,NA,245107642,245107642,pesa,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"r,gfe",m,y,"o,r",mte,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,51,25.8,131,NA,4,75,15,60,f,NA,NA,NA,f,plumage,ahy,plumage,71.29534,-156.64941,150,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,wenglish,14-06-22,1002,reph069,14reph069,brw8,in,245116044,245116044,245116044,reph,NA,n,n,n,y,n,bownet,inc,-,"dg,r,y",m,r,NA,-,"dg,r,y",m,r,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,44.1,23.2,133,NA,3,58,15,43,m,NA,NA,NA,m,plumage,asy,recapture,71.24764,-156.5768,45,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,y,replaced faded red bands
NA,2014,barr,kgrond,14-07-17,1130,reph170,14reph170,brw5,in,NA,198118947,198118947,reph,NA,"y, metal only",n,n,n,n,bownet,inc,-,-,-,-,NA,-,-,m,-,NA,n,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44.6,19.8,130,NA,2,NA,NA,NA,m,NA,NA,NA,m,plumage,ahy,plumage,71.26389,-156.53532,50,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,metal band because out of combos
NA,2014,barr,wenglish,14-06-24,1748,reph077,14reph077,brw8,in,245116049,245116049,245116049,reph,NA,n,n,n,y,n,bownet,inc,-,"o,r,y",m,r,NA,-,"o,r,y",m,r,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,45.7,20.3,135,NA,3,65,15,50,m,NA,NA,NA,m,plumage,asy,recapture,71.24676,-156.57221,150,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,replaced faded red bands
NA,2014,barr,dhodkinson,14-07-10,1450,reph185,14reph185,brw2,in,NA,245107640,245107640,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"dg,lb","lb,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,47.1,22.2,126,NA,0,62,15,47,m,NA,NA,NA,m,plumage,ahy,plumage,71.2942,-156.64319,115,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,ekwon,14-07-10,1250,reph453,14reph453,brw3,in,NA,198118994,198118994,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"dg,lb","y,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,45.2,22.9,128,NA,2,66,15,51,m,NA,NA,NA,m,plumage,ahy,plumage,71.27054,-156.53269,110,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,dhodkinson,14-07-10,1220,reph262,14reph262,brw2,in,NA,245107639,245107639,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"dg,r","lb,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,22,46.6,23.6,128,NA,0,60,15,45,m,NA,NA,NA,m,plumage,ahy,plumage,71.29022,-156.64238,150,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,dhodkinson,14-07-11,1500,reph338,14reph338,brw3,in,NA,245107643,245107643,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"dg,y","lb,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21.4,44.7,23.1,131,NA,1,58,15,43,m,NA,NA,NA,m,plumage,ahy,plumage,71.26695,-156.52582,100,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,kgrond,14-07-10,1250,reph452,14reph452,brw3,in,NA,198118963,198118963,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"dg,y","o,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,44.4,21.3,132,NA,2,52,12,40,m,NA,NA,NA,m,plumage,ahy,plumage,71.26973,-156.53291,130,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,ekwon,14-07-10,1445,reph426,14reph426,brw3,in,NA,198118993,198118993,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"dg,y","y,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,48.1,21.8,131,NA,2,68,15,53,m,NA,NA,NA,m,plumage,ahy,plumage,71.26839,-156.53592,85,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,ssaalfeld,14-07-12,1220,reph444,14reph444,brw0,in,NA,241159604,241159604,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,dg","dg,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22.8,44.9,23.4,132,NA,0,73,22,51,m,NA,NA,NA,m,plumage,ahy,plumage,71.28276,-156.5847,85,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,y,NA
NA,2014,barr,wenglish,14-07-18,1117,reph291,14reph291,brw8,in,NA,198118910,198118910,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,dg","o,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,45.4,22,131,NA,3,52,11,41,m,NA,NA,NA,m,plumage,ahy,plumage,71.24994,-156.58213,15,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,kgrond,14-07-15,1211,reph424,14reph424,brw3,in,NA,198118953,198118953,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,dg","r,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,45.6,21.4,134,NA,4,68,12,56,m,NA,NA,NA,m,plumage,ahy,plumage,71.26971,-156.5373,NA,NA,NA,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,ssaalfeld,14-07-11,1300,reph407,14reph407,brw0,in,NA,241159608,241159608,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,o","dg,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22.8,46.8,23.3,131,NA,1,69,22,47,m,NA,NA,NA,m,plumage,ahy,plumage,71.28554,-156.58206,10,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,wenglish,14-07-11,1311,reph344,14reph344,brw8,in,NA,198118911,198118911,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,o","o,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,47.5,23.1,132,NA,3,59,11,48,m,NA,NA,NA,m,plumage,ahy,plumage,71.24761,-156.57703,NA,NA,NA,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,kgrond,14-07-12,1215,reph142,14reph142,brw3,in,NA,198118958,198118958,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,o","r,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21.6,47,21.8,133,NA,1,71,15,56,m,NA,NA,NA,m,plumage,ahy,plumage,71.27062,-156.53363,130,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA
NA,2014,barr,ssaalfeld,14-07-11,1330,reph209,14reph209,brw0,in,NA,241159607,241159607,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,r","dg,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21.4,44.7,22.5,129,NA,0,69,22,47,m,NA,NA,NA,m,plumage,ahy,plumage,71.28516,-156.58185,50,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,wenglish,14-07-09,1030,reph192,14reph192,brw8,out,NA,198118914,198118914,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,r","o,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,46.5,21.7,136,NA,3,56,11,45,m,NA,NA,NA,m,plumage,ahy,plumage,71.24272,-156.56909,120,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA
NA,2014,barr,kgrond,14-07-14,1108,reph454,14reph454,brw3,in,NA,198118957,198118957,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,r","r,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43.7,22.7,131,NA,2,51,12,39,m,NA,NA,NA,m,plumage,ahy,plumage,71.27064,-156.52876,40,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,ssaalfeld,14-07-12,1130,reph445,14reph445,brw0,in,NA,241159606,241159606,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,y","dg,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23.7,47.5,23.5,135,NA,1,72,22,50,m,NA,NA,NA,m,plumage,ahy,plumage,71.28214,-156.5829,90,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA
NA,2014,barr,kgrond,14-07-15,1048,reph169,14reph169,brw5,in,NA,198118954,198118954,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,"lb,y","r,m",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,48.1,21.1,134,NA,3,58,12,46,m,NA,NA,NA,m,plumage,ahy,plumage,71.26403,-156.52934,30,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA
NA,2014,barr,wenglish,14-06-25,1135,reph210,14reph210,brw8,in,NA,245107634,245107634,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,lb,dg",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,48.4,23.6,138,NA,3,65,15,50,m,NA,NA,NA,m,plumage,ahy,plumage,71.24524,-156.58313,110,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,wenglish,14-06-22,1105,reph202,14reph202,brw8,in,NA,245102100,245102100,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,lb,o",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,45.5,20.8,136,NA,2,62,15,47,m,NA,NA,NA,m,plumage,ahy,plumage,71.24816,-156.57335,40,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,wenglish,14-06-24,1917,reph055,14reph055,brw8,in,NA,245107637,245107637,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,lb,r",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,45.6,21.3,132,NA,2,54,15,39,m,NA,NA,NA,m,plumage,ahy,plumage,71.24901,-156.57073,125,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,wenglish,14-06-24,1942,reph078,14reph078,brw8,in,NA,245107636,245107636,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,lb,y",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,46.4,24.4,137,NA,3,68,15,53,m,NA,NA,NA,m,plumage,ahy,plumage,71.248,-156.5704,40,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA
NA,2014,barr,wenglish,14-07-03,1528,reph345,14reph345,brw8,in,198103236,198103236,198103236,reph,NA,n,n,n,y,n,bownet,inc,-,r,m,"dg,lb,y",NA,-,r,m,"dg,lb,y",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,45.2,20.7,124,NA,3,57,11,46,m,NA,NA,NA,m,plumage,asy,recapture,71.24498,-156.57357,NA,NA,NA,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,ssaalfeld,14-07-06,1520,reph397,14reph397,brw0,in,NA,245102069,245102069,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,o,dg",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,47.1,22.7,134,NA,1,71,22,49,m,NA,NA,NA,m,plumage,ahy,plumage,71.28366,-156.58331,90,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,rlanctot,14-07-06,1130,reph395,14reph395,brw0,in,NA,245102067,245102067,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,o,lb",NA,n,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,47.4,24,132,NA,0,74,22,52,m,NA,NA,NA,m,plumage,ahy,plumage,71.28285,-156.5756,110,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA
NA,2014,barr,rlanctot,14-07-03,1608,reph204,14reph204,brw0,in,NA,245102077,245102077,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,o,r",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,47.8,23,130,NA,0,67,22,45,m,NA,NA,NA,m,plumage,ahy,plumage,71.28054,-156.58308,40,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,ssaalfeld,14-07-06,1600,reph390,14reph390,brw0,in,NA,245102070,245102070,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,o,y",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,46.6,21.8,131,NA,0,73,22,51,m,NA,NA,NA,m,plumage,ahy,plumage,71.28303,-156.58532,90,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,y,NA
NA,2014,barr,ssaalfeld,14-07-09,1400,reph399,14reph399,brw0,in,NA,241159615,241159615,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,r,dg",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,46,23.1,134,NA,1,66,22,44,m,NA,NA,NA,m,plumage,ahy,plumage,71.2849,-156.57874,90,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA
NA,2014,barr,rlanctot,14-07-07,1441,reph063,14reph063,brw0,in,NA,241159619,241159619,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,r,lb",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,49.1,23.8,131,NA,0,71,22,49,m,NA,NA,NA,m,plumage,ahy,plumage,71.2809,-156.58029,110,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,y,NA
NA,2014,barr,ssaalfeld,14-07-07,1302,reph393,14reph393,brw0,in,NA,241159621,241159621,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,r,o",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,45,23.6,135,NA,0,72,22,50,m,NA,NA,NA,m,plumage,ahy,plumage,71.28206,-156.5781,60,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,ssaalfeld,14-07-08,1515,reph206,14reph206,brw0,in,NA,241159617,241159617,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,r,y",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,45.2,20.8,132,NA,0,70,22,48,m,NA,NA,NA,m,plumage,ahy,plumage,71.28106,-156.58245,90,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,wenglish,14-06-30,1320,reph317,14reph317,brw8,in,NA,245102093,245102093,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,y,dg",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,45.7,20.6,130,NA,3,55,13,42,m,NA,NA,NA,m,plumage,ahy,plumage,71.24808,-156.58058,145,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,wenglish,14-06-26,1036,reph278,14reph278,brw8,in,NA,245107632,245107632,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,y,lb",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,47.2,22.8,135,NA,3,58,13,45,m,NA,NA,NA,m,plumage,ahy,plumage,71.24918,-156.57733,180,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,wenglish,14-06-25,1155,reph236,14reph236,brw8,in,NA,245107635,245107635,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,y,o",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,45.7,22.4,138,NA,3,NA,NA,NA,m,NA,NA,NA,m,plumage,ahy,plumage,71.24531,-156.58072,25,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,"missing half of interior right toe, old injury"
NA,2014,barr,wenglish,14-06-29,1420,reph200,14reph200,brw8,in,NA,245102095,245102095,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"dg,y,r",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,49.4,23.5,134,NA,3,NA,NA,NA,m,NA,NA,NA,m,plumage,ahy,plumage,71.24904,-156.58289,NA,NA,NA,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,kgrond,14-06-22,937,reph152,14reph152,brw5,in,NA,245107622,245107622,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"lb,dg,lb",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,45.8,22,134,NA,3,56,12,44,m,NA,NA,NA,m,plumage,ahy,plumage,71.26135,-156.52354,100,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2014,barr,kgrond,14-06-06,1358,NA,NA,NA,out,NA,245102009,245102009,reph,NA,n,n,n,n,n,mist net,pre-lay,-,-,-,-,NA,r,-,m,"lb,dg,o",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,44.8,21.1,136,NA,4,83,32,51,m,NA,NA,NA,m,plumage,ahy,plumage,71.26322,-156.62406,200,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,kgrond,14-06-06,1410,NA,NA,NA,out,NA,245102010,245102010,reph,NA,n,n,n,n,n,mist net,pre-lay,-,-,-,-,NA,r,-,m,"lb,dg,r",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,47.6,21.6,140,NA,4,92,32,60,f,NA,NA,NA,f,plumage,ahy,plumage,71.26322,-156.62406,150,EDTA,longmire,NA,NA,NA,whole blood,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
NA,2014,barr,kgrond,14-06-22,1531,reph109,14reph109,brw5,in,NA,245107616,245107616,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,r,-,m,"lb,dg,y",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44.1,20.7,129,NA,3,56,12,44,m,NA,NA,NA,m,plumage,ahy,plumage,71.26209,-156.51819,10,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA
