book_page,year,site,bander,date,time,nestID,unique_nestID,plot,plotLmt,band,species,chick_egg_number,recap_witn_year,stage_of_capt,ul,ll,ur,lr,gfe,rel_status,dead,culmen,tarsus,wing,weight,cone_wt,final_wt,est_age,lat,long,blood,genetic_blood_capillary_tube,genetic_blood_preservative,stable_isotope,buccal,color,gut,radio_transmitter,comments
NA,2013,barr,rlanctot,13-07-02,1015,sesa070,13sesa070,brw8,in,197101325,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,3.7,0,3.7,1,71.24656,-156.57433,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,pherzog,13-07-03,1445,dunl018,13dunl018,brw1,in,198103270,dunl,chick4,n,brood,m,-,-,"r,gf",NA,band/rel,n,NA,NA,NA,8.5,0,8.5,0,71.29652,-156.6431,filter,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,pherzog,13-07-03,1445,dunl018,13dunl018,brw1,in,198103271,dunl,chick3,n,brood,m,-,-,"r,gf",NA,band/rel,n,NA,NA,NA,8.8,0,8.8,0,71.29652,-156.6431,filter,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-09,1450,sesa420,13sesa420,brw0,in,224122856,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28651,-156.57616,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-09,1450,sesa420,13sesa420,brw0,in,224122857,sesa,chick4,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28651,-156.57616,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-12,1300,rnph411,13rnph411,brw2,in,224122858,rnph,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.29253,-156.65297,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-12,1300,rnph411,13rnph411,brw2,in,224122859,rnph,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.29253,-156.65297,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-15,1625,wesa320,13wesa320,brw8,in,224122860,wesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.24493,-156.57687,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-15,1625,wesa320,13wesa320,brw8,in,224122861,wesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.24493,-156.57687,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-12,1615,rnph212,13rnph212,brw2,in,224122862,rnph,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,1,71.29319,-156.6461,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-12,1615,rnph212,13rnph212,brw2,in,224122863,rnph,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,1,71.29319,-156.6461,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-12,1615,rnph212,13rnph212,brw2,in,224122864,rnph,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,1,71.29319,-156.6461,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-07,1510,wesa230,13wesa230,brw0,in,224122865,wesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28352,-156.57066,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-07,1510,wesa230,13wesa230,brw0,in,224122866,wesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28352,-156.57066,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-07,1510,wesa230,13wesa230,brw0,in,224122867,wesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28352,-156.57066,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-07,1500,wesa314,13wesa314,brw0,in,224122868,wesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28317,-156.57068,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-25,NA,sesa106,13sesa106,brw0,in,224122869,sesa,chick4,n,nest,m,-,-,-,NA,band/rel,n,NA,NA,NA,4.6,0,4.6,1,71.282,-156.57057,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-25,NA,sesa106,13sesa106,brw0,in,224122870,sesa,chick3,n,nest,m,-,-,-,NA,band/rel,n,NA,NA,NA,4.5,0,4.5,1,71.282,-156.57057,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-25,NA,sesa106,13sesa106,brw0,in,224122871,sesa,chick2,n,nest,m,-,-,-,NA,band/rel,n,NA,NA,NA,4.5,0,4.5,1,71.282,-156.57057,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-25,NA,sesa106,13sesa106,brw0,in,224122872,sesa,chick1,n,nest,m,-,-,-,NA,band/rel,n,NA,NA,NA,4.6,0,4.6,1,71.282,-156.57057,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-29,1650,sesa069,13sesa069,brw0,in,225189405,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28352,-156.57211,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-29,1650,sesa069,13sesa069,brw0,in,225189406,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28352,-156.57211,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-29,1650,sesa069,13sesa069,brw0,in,225189407,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28352,-156.57211,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-29,1650,sesa069,13sesa069,brw0,in,225189408,sesa,chick4,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28352,-156.57211,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-30,1130,sesa107,13sesa107,brw0,in,225189409,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28174,-156.5768,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-30,1130,sesa107,13sesa107,brw0,in,225189410,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28174,-156.5768,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-30,1130,sesa107,13sesa107,brw0,in,225189414,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28174,-156.5768,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-06-30,1130,sesa107,13sesa107,brw0,in,228156857,sesa,chick4,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28174,-156.5768,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-01,1040,sesa062,13sesa062,brw0,in,229164422,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28051,-156.58205,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-01,1040,sesa062,13sesa062,brw0,in,229164423,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28051,-156.58205,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-01,1040,sesa062,13sesa062,brw0,in,229164424,sesa,chick4,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28051,-156.58205,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-02,1435,sesa103,13sesa103,brw0,in,229164425,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28633,-156.57591,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-05,1255,sesa233,13sesa233,brw0,in,229164426,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28349,-156.58743,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-05,1255,sesa233,13sesa233,brw0,in,229164427,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28349,-156.58743,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-05,1255,sesa233,13sesa233,brw0,in,229164428,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28349,-156.58743,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-09,1450,sesa420,13sesa420,brw0,in,229164429,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28651,-156.57616,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,jcunningham,13-07-09,1450,sesa420,13sesa420,brw0,in,229164430,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.28651,-156.57616,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,bkaselow,13-07-10,1220,wesa343,13wesa343,brw5,in,229164451,wesa,chick3,n,brood,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.4,0,4.4,1,71.26153,-156.5245,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,bkaselow,13-07-10,1220,wesa343,13wesa343,brw5,in,229164452,wesa,chick2,n,brood,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.3,0,4.3,1,71.26153,-156.5245,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,bkaselow,13-07-10,1220,wesa343,13wesa343,brw5,in,229164453,wesa,chick1,n,brood,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.4,0,4.4,1,71.26153,-156.5245,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,bkaselow,13-07-10,1341,wesa181,13wesa181,brw5,in,229164454,wesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.5,0,4.5,0,71.26365,-156.52687,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,bkaselow,13-07-15,1106,wesa214,13wesa214,brw5,in,229164455,wesa,chick4,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.8,0,4.8,1,71.26189,-156.52491,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,bkaselow,13-07-15,1113,sesa361,13sesa361,brw5,in,229164456,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.26318,-156.5229,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,bkaselow,13-07-15,1113,sesa361,13sesa361,brw5,in,229164457,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.1,0,4.1,0,71.26318,-156.5229,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,bkaselow,13-07-15,1113,sesa361,13sesa361,brw5,in,229164458,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,y,NA,NA,NA,3.5,0,3.5,0,71.26318,-156.5229,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-06-25,1350,wesa056,13wesa056,brw8,in,229164463,wesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4,0,4,0,71.24924,-156.58124,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-06-25,1350,wesa056,13wesa056,brw8,in,229164464,wesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.8,0,4.8,0,71.24924,-156.58124,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-06-25,1350,wesa056,13wesa056,brw8,in,229164465,wesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.2,0,4.2,0,71.24924,-156.58124,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-06-25,1543,sesa001,13sesa001,brw8,in,229164466,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.3,0,4.3,0,71.24806,-156.57791,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-06-25,1543,sesa001,13sesa001,brw8,in,229164467,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.6,0,4.6,0,71.24806,-156.57791,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-06-25,1543,sesa001,13sesa001,brw8,in,229164468,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.2,0,4.2,0,71.24806,-156.57791,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-07-01,1130,sesa336,13sesa336,brw2,in,229164469,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.6,0,4.6,0,71.29446,-156.65707,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-07-01,1130,sesa336,13sesa336,brw2,in,229164470,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4,0,4,0,71.29446,-156.65707,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-07-01,1130,sesa336,13sesa336,brw2,in,229164471,sesa,chick4,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4,0,4,0,71.29446,-156.65707,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-07-01,1130,sesa336,13sesa336,brw2,in,229164472,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.6,0,4.6,0,71.29446,-156.65707,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-07-02,1630,sesa010,13sesa010,brw2,in,229164473,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,5.2,0,5.2,0,71.29031,-156.64444,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-07-02,1630,sesa010,13sesa010,brw2,in,229164474,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,5.2,0,5.2,0,71.29031,-156.64444,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-07-02,1630,sesa010,13sesa010,brw2,in,229164475,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,5.3,0,5.3,0,71.29031,-156.64444,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-05,1120,wesa307,13wesa307,brw5,in,229164476,wesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.8,0,4.8,0,71.26047,-156.52764,NA,NA,NA,NA,NA,NA,NA,NA,Other two chicks hatched 1 week earlier
NA,2013,barr,lrensel,13-07-05,1145,sesa254,13sesa254,brw5,in,229164477,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.5,0,4.5,1,71.26128,-156.51524,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-05,1145,sesa254,13sesa254,brw5,in,229164478,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.6,0,4.6,1,71.26128,-156.51524,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-05,1145,sesa254,13sesa254,brw5,in,229164479,sesa,chick4,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.9,0,4.9,1,71.26128,-156.51524,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-06,1230,sesa150,13sesa150,brw5,in,229164480,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.3,0,4.3,1,71.26327,-156.5244,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-06,1230,sesa150,13sesa150,brw5,in,229164481,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.2,0,4.2,1,71.26327,-156.5244,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-06,1020,wesa298,13wesa298,brw5,in,229164482,wesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,3.9,0,3.9,0,71.26018,-156.51581,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-06,1110,wesa141,13wesa141,brw5,in,229164483,wesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,5.1,0,5.1,0,71.26295,-156.52612,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-06,1110,wesa141,13wesa141,brw5,in,229164484,wesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.3,0,4.3,0,71.26295,-156.52612,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-06,1110,wesa141,13wesa141,brw5,in,229164485,wesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.9,0,4.9,0,71.26295,-156.52612,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-07,1100,rnph251,13rnph251,brw5,in,229164486,rnph,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,3.6,0,3.6,0,71.26175,-156.52646,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-07,1100,rnph251,13rnph251,brw5,in,229164487,rnph,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.2,0,4.2,0,71.26175,-156.52646,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-07,1410,wesa341,13wesa341,brw5,in,229164488,wesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,NA,NA,NA,0,71.26213,-156.52752,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-07,1410,wesa341,13wesa341,brw5,in,229164489,wesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,5.5,0,5.5,0,71.26213,-156.52752,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-06,1230,sesa150,13sesa150,brw5,in,229164496,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.2,0,4.2,1,71.26327,-156.5244,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-05,1330,sesa199,13sesa199,brw5,in,229164497,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,3.7,0,3.7,0,71.26405,-156.52137,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-05,1330,sesa199,13sesa199,brw5,in,229164498,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.5,0,4.5,0,71.26405,-156.52137,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-05,1330,sesa199,13sesa199,brw5,in,229164499,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,3.5,0,3.5,0,71.26405,-156.52137,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-06-26,1610,sesa072,13sesa072,brw8,in,229164603,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,3.8,0,3.8,0,71.24802,-156.57066,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-06-26,1610,sesa072,13sesa072,brw8,in,229164604,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.3,0,4.3,0,71.24802,-156.57066,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-06-26,1610,sesa072,13sesa072,brw8,in,229164605,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,3.6,0,3.6,0,71.24802,-156.57066,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-06-27,1240,sesa072,13sesa072,brw8,in,229164606,sesa,chick4,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4,0,4,1,71.24802,-156.57066,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-06-27,1300,sesa227,13sesa227,brw8,in,229164607,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.8,0,4.8,0,71.24889,-156.57324,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-06-27,1300,sesa227,13sesa227,brw8,in,229164608,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.9,0,4.9,0,71.24889,-156.57324,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-06-27,1300,sesa227,13sesa227,brw8,in,229164609,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.7,0,4.7,0,71.24889,-156.57324,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-06-28,1540,sesa501,13sesa501,brw8,out,229164610,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,5,0,5,0,71.2501,-156.57605,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-06-28,1540,sesa501,13sesa501,brw8,out,229164611,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.5,0,4.5,0,71.2501,-156.57605,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-06-30,1440,wesa047,13wesa047,brw8,in,229164612,wesa,chick2,n,nest,-,r,m,-,NA,band/rel,n,NA,NA,NA,3.7,0,3.7,0,71.24964,-156.57686,NA,NA,NA,NA,NA,NA,NA,NA,Band number originally recorded as 229146412
NA,2013,barr,lrensel,13-06-30,1440,wesa047,13wesa047,brw8,in,229164613,wesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,3.5,0,3.5,0,71.24964,-156.57686,NA,NA,NA,NA,NA,NA,NA,NA,Band number originally recorded as 229146413
NA,2013,barr,lrensel,13-06-30,1440,wesa047,13wesa047,brw8,in,229164614,wesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,3.9,0,3.9,0,71.24964,-156.57686,NA,NA,NA,NA,NA,NA,NA,NA,Band number originally recorded as 229146414
NA,2013,barr,lrensel,13-07-01,1130,sesa165,13sesa165,brw2,in,229164615,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.1,0,4.1,1,71.29424,-156.64438,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-01,1130,sesa165,13sesa165,brw2,in,229164616,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.6,0,4.6,1,71.29424,-156.64438,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-01,1130,sesa165,13sesa165,brw2,in,229164617,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.1,0,4.1,1,71.29424,-156.64438,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,lrensel,13-07-01,1130,sesa165,13sesa165,brw2,in,229164618,sesa,chick4,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.3,0,4.3,1,71.29424,-156.64438,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-07-02,1137,sesa116,13sesa116,brw2,in,229164619,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.3,0,4.3,1,71.29569,-156.65788,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,pherzog,13-07-04,750,sesa028,13sesa028,brw2,in,229164620,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.7,0,4.7,1,71.29144,-156.65273,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-07-02,1137,sesa116,13sesa116,brw2,in,229164621,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.2,0,4.2,1,71.29569,-156.65788,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,vloverti,13-07-02,1137,sesa116,13sesa116,brw2,in,229164622,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.3,0,4.3,1,71.29569,-156.65788,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,pherzog,13-07-04,750,sesa028,13sesa028,brw2,in,229164623,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.8,0,4.8,1,71.29144,-156.65273,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,pherzog,13-07-04,750,sesa028,13sesa028,brw2,in,229164624,sesa,chick3,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.6,0,4.6,1,71.29144,-156.65273,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,pherzog,13-07-04,750,sesa028,13sesa028,brw2,in,229164625,sesa,chick4,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.9,0,4.9,1,71.29144,-156.65273,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,pherzog,13-07-04,905,sesa177,13sesa177,brw2,in,229164626,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,5.4,0,5.4,0,71.2911,-156.64846,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,pherzog,13-07-04,905,sesa177,13sesa177,brw2,in,229164627,sesa,chick2,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.5,0,4.5,0,71.2911,-156.64846,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2013,barr,pherzog,13-07-04,1045,sesa090,13sesa090,brw2,in,229164628,sesa,chick1,n,nest,m,-,-,r,NA,band/rel,n,NA,NA,NA,4.1,0,4.1,0,71.29175,-156.65744,NA,NA,NA,NA,NA,NA,NA,NA,NA
